Time,X,Y,Z
6.709508,-0.02496338,-0.0078125,-1.002197
6.711724,-0.02496338,-0.0078125,-1.002197
6.714036,-0.02496338,-0.0078125,-1.002197
6.716243,-0.02496338,-0.0078125,-1.002197
6.718384,-0.02496338,-0.0078125,-1.002197
6.720525,-0.02496338,-0.0078125,-1.002197
6.722698,-0.02496338,-0.0078125,-1.002197
6.724865,-0.02496338,-0.0078125,-1.002197
6.730789,-0.02496338,-0.0078125,-1.002197
6.732957,-0.02496338,-0.0078125,-1.002197
6.735121,-0.02496338,-0.0078125,-1.002197
6.737225,-0.02496338,-0.0078125,-1.002197
6.739384,-0.02496338,-0.0078125,-1.002197
6.741653,-0.02520752,-0.007568359,-1.001953
6.743885,-0.02520752,-0.007568359,-1.001953
6.746059,-0.02520752,-0.007568359,-1.001953
6.748136,-0.02520752,-0.007568359,-1.001953
6.750298,-0.02520752,-0.007568359,-1.001953
6.752431,-0.02520752,-0.007568359,-1.001953
6.754642,-0.02520752,-0.007568359,-1.001953
6.756945,-0.02520752,-0.007568359,-1.001953
6.759138,-0.02520752,-0.007568359,-1.001953
6.761254,-0.02520752,-0.007568359,-1.001953
6.763493,-0.02520752,-0.007568359,-1.001953
6.769505,-0.02520752,-0.007568359,-1.001953
6.773929,-0.02545166,-0.007080078,-1.001953
6.776217,-0.02545166,-0.007080078,-1.001953
6.778365,-0.02545166,-0.007080078,-1.001953
6.780573,-0.02545166,-0.007080078,-1.001953
6.782701,-0.02545166,-0.007080078,-1.001953
6.784869,-0.02545166,-0.007080078,-1.001953
6.786989,-0.02545166,-0.007080078,-1.001953
6.789128,-0.02545166,-0.007080078,-1.001953
6.791455,-0.02545166,-0.007080078,-1.001953
6.793738,-0.02545166,-0.007080078,-1.001953
6.795886,-0.02545166,-0.007080078,-1.001953
6.797945,-0.02545166,-0.007080078,-1.001953
6.800114,-0.02545166,-0.007080078,-1.001953
6.802293,-0.02545166,-0.007080078,-1.001953
6.808491,-0.02471924,-0.007568359,-1.001953
6.810692,-0.02471924,-0.007568359,-1.001953
6.813066,-0.02471924,-0.007568359,-1.001953
6.815205,-0.02471924,-0.007568359,-1.001953
6.817365,-0.02471924,-0.007568359,-1.001953
6.819542,-0.02471924,-0.007568359,-1.001953
6.821644,-0.02471924,-0.007568359,-1.001953
6.823967,-0.02471924,-0.007568359,-1.001953
6.826169,-0.02471924,-0.007568359,-1.001953
6.828327,-0.02471924,-0.007568359,-1.001953
6.830433,-0.02471924,-0.007568359,-1.001953
6.832588,-0.02471924,-0.007568359,-1.001953
6.834739,-0.02471924,-0.007568359,-1.001953
6.836875,-0.02471924,-0.007568359,-1.001953
6.839017,-0.02471924,-0.007568359,-1.001953
6.841221,-0.02471924,-0.007568359,-1.001953
6.847297,-0.02496338,-0.007324218,-1.001709
6.849431,-0.02496338,-0.007324218,-1.001709
6.851565,-0.02496338,-0.007324218,-1.001709
6.853759,-0.02496338,-0.007324218,-1.001709
6.855944,-0.02496338,-0.007324218,-1.001709
6.858339,-0.02496338,-0.007324218,-1.001709
6.860521,-0.02496338,-0.007324218,-1.001709
6.862718,-0.02496338,-0.007324218,-1.001709
6.86491,-0.02496338,-0.007324218,-1.001709
6.867074,-0.02496338,-0.007324218,-1.001709
6.869157,-0.02496338,-0.007324218,-1.001709
6.8713,-0.02496338,-0.007324218,-1.001709
6.873493,-0.02496338,-0.007324218,-1.001709
6.875809,-0.02642822,-0.0078125,-1.001953
6.877963,-0.02642822,-0.0078125,-1.001953
6.880152,-0.02642822,-0.0078125,-1.001953
6.886216,-0.02642822,-0.0078125,-1.001953
6.888369,-0.02642822,-0.0078125,-1.001953
6.89066,-0.02642822,-0.0078125,-1.001953
6.892864,-0.02642822,-0.0078125,-1.001953
6.894993,-0.02642822,-0.0078125,-1.001953
6.89721,-0.02642822,-0.0078125,-1.001953
6.899384,-0.02642822,-0.0078125,-1.001953
6.901515,-0.02642822,-0.0078125,-1.001953
6.903766,-0.02642822,-0.0078125,-1.001953
6.905962,-0.02642822,-0.0078125,-1.001953
6.908298,-0.02593994,-0.007324218,-1.001709
6.910537,-0.02593994,-0.007324218,-1.001709
6.912799,-0.02593994,-0.007324218,-1.001709
6.914941,-0.02593994,-0.007324218,-1.001709
6.917037,-0.02593994,-0.007324218,-1.001709
6.919205,-0.02593994,-0.007324218,-1.001709
6.925399,-0.02593994,-0.007324218,-1.001709
6.927575,-0.02593994,-0.007324218,-1.001709
6.929727,-0.02593994,-0.007324218,-1.001709
6.931863,-0.02593994,-0.007324218,-1.001709
6.93402,-0.02593994,-0.007324218,-1.001709
6.936102,-0.02593994,-0.007324218,-1.001709
6.938243,-0.02593994,-0.007324218,-1.001709
6.940427,-0.02593994,-0.007324218,-1.001709
6.942666,-0.02545166,-0.007568359,-0.9995117
6.944799,-0.02545166,-0.007568359,-0.9995117
6.946945,-0.02545166,-0.007568359,-0.9995117
6.949119,-0.02545166,-0.007568359,-0.9995117
6.95116,-0.02545166,-0.007568359,-0.9995117
6.953381,-0.02545166,-0.007568359,-0.9995117
6.955519,-0.02545166,-0.007568359,-0.9995117
6.957724,-0.02545166,-0.007568359,-0.9995117
6.963609,-0.02545166,-0.007568359,-0.9995117
6.965761,-0.02545166,-0.007568359,-0.9995117
6.967898,-0.02545166,-0.007568359,-0.9995117
6.97005,-0.02545166,-0.007568359,-0.9995117
6.974063,-0.02545166,-0.007568359,-0.9995117
6.976326,-0.02252197,-0.008300781,-1.006104
6.978474,-0.02252197,-0.008300781,-1.006104
6.980651,-0.02252197,-0.008300781,-1.006104
6.982874,-0.02252197,-0.008300781,-1.006104
6.98505,-0.02252197,-0.008300781,-1.006104
6.987293,-0.02252197,-0.008300781,-1.006104
6.989469,-0.02252197,-0.008300781,-1.006104
6.991787,-0.02252197,-0.008300781,-1.006104
6.993919,-0.02252197,-0.008300781,-1.006104
6.996051,-0.02252197,-0.008300781,-1.006104
7.002005,-0.02252197,-0.008300781,-1.006104
7.00765,-0.02764893,-0.007080078,-1.001221
7.010096,-0.02764893,-0.007080078,-1.001221
7.012493,-0.02764893,-0.007080078,-1.001221
7.014933,-0.02764893,-0.007080078,-1.001221
7.017109,-0.02764893,-0.007080078,-1.001221
7.01944,-0.02764893,-0.007080078,-1.001221
7.021709,-0.02764893,-0.007080078,-1.001221
7.024268,-0.02764893,-0.007080078,-1.001221
7.026495,-0.02764893,-0.007080078,-1.001221
7.028677,-0.02764893,-0.007080078,-1.001221
7.030856,-0.02764893,-0.007080078,-1.001221
7.032993,-0.02764893,-0.007080078,-1.001221
7.035158,-0.02764893,-0.007080078,-1.001221
7.041079,-0.02984619,-0.006591796,-1.000732
7.043376,-0.02984619,-0.006591796,-1.000732
7.045533,-0.02984619,-0.006591796,-1.000732
7.047677,-0.02984619,-0.006591796,-1.000732
7.049786,-0.02984619,-0.006591796,-1.000732
7.051967,-0.02984619,-0.006591796,-1.000732
7.054191,-0.02984619,-0.006591796,-1.000732
7.056498,-0.02984619,-0.006591796,-1.000732
7.058957,-0.02984619,-0.006591796,-1.000732
7.061161,-0.02984619,-0.006591796,-1.000732
7.063366,-0.02984619,-0.006591796,-1.000732
7.065475,-0.02984619,-0.006591796,-1.000732
7.067628,-0.02984619,-0.006591796,-1.000732
7.069738,-0.02984619,-0.006591796,-1.000732
7.072048,-0.02984619,-0.006591796,-1.000732
7.07433,-0.02984619,-0.006591796,-1.000732
7.08032,-0.02618408,-0.009765625,-1.000244
7.082527,-0.02618408,-0.009765625,-1.000244
7.08462,-0.02618408,-0.009765625,-1.000244
7.086787,-0.02618408,-0.009765625,-1.000244
7.088942,-0.02618408,-0.009765625,-1.000244
7.091196,-0.02618408,-0.009765625,-1.000244
7.093418,-0.02618408,-0.009765625,-1.000244
7.09556,-0.02618408,-0.009765625,-1.000244
7.097696,-0.02618408,-0.009765625,-1.000244
7.099755,-0.02618408,-0.009765625,-1.000244
7.102001,-0.02618408,-0.009765625,-1.000244
7.104101,-0.02618408,-0.009765625,-1.000244
7.106291,-0.01739502,-0.009521484,-1
7.108598,-0.01739502,-0.009521484,-1
7.110764,-0.01739502,-0.009521484,-1
7.112916,-0.01739502,-0.009521484,-1
7.118943,-0.01739502,-0.009521484,-1
7.12116,-0.01739502,-0.009521484,-1
7.123478,-0.01739502,-0.009521484,-1
7.125787,-0.01739502,-0.009521484,-1
7.127876,-0.01739502,-0.009521484,-1
7.130009,-0.01739502,-0.009521484,-1
7.132172,-0.01739502,-0.009521484,-1
7.134347,-0.01739502,-0.009521484,-1
7.13649,-0.01739502,-0.009521484,-1
7.138633,-0.01739502,-0.009521484,-1
7.140855,-0.01837158,-0.007080078,-1.002686
7.143004,-0.01837158,-0.007080078,-1.002686
7.145155,-0.01837158,-0.007080078,-1.002686
7.147235,-0.01837158,-0.007080078,-1.002686
7.149385,-0.01837158,-0.007080078,-1.002686
7.151547,-0.01837158,-0.007080078,-1.002686
7.157721,-0.01837158,-0.007080078,-1.002686
7.159873,-0.01837158,-0.007080078,-1.002686
7.162069,-0.01837158,-0.007080078,-1.002686
7.164289,-0.01837158,-0.007080078,-1.002686
7.166506,-0.01837158,-0.007080078,-1.002686
7.168677,-0.01837158,-0.007080078,-1.002686
7.170776,-0.01837158,-0.007080078,-1.002686
7.175172,-0.02691651,-0.004394531,-0.9995117
7.177399,-0.02691651,-0.004394531,-0.9995117
7.179585,-0.02691651,-0.004394531,-0.9995117
7.181841,-0.02691651,-0.004394531,-0.9995117
7.184081,-0.02691651,-0.004394531,-0.9995117
7.186257,-0.02691651,-0.004394531,-0.9995117
7.188433,-0.02691651,-0.004394531,-0.9995117
7.190659,-0.02691651,-0.004394531,-0.9995117
7.196606,-0.02691651,-0.004394531,-0.9995117
7.198808,-0.02691651,-0.004394531,-0.9995117
7.201097,-0.02691651,-0.004394531,-0.9995117
7.203387,-0.02691651,-0.004394531,-0.9995117
7.205562,-0.02691651,-0.004394531,-0.9995117
7.207878,-0.02862549,-0.008789063,-1.000732
7.210074,-0.02862549,-0.008789063,-1.000732
7.212294,-0.02862549,-0.008789063,-1.000732
7.214464,-0.02862549,-0.008789063,-1.000732
7.216566,-0.02862549,-0.008789063,-1.000732
7.218705,-0.02862549,-0.008789063,-1.000732
7.220824,-0.02862549,-0.008789063,-1.000732
7.223084,-0.02862549,-0.008789063,-1.000732
7.22549,-0.02862549,-0.008789063,-1.000732
7.22773,-0.02862549,-0.008789063,-1.000732
7.233805,-0.02862549,-0.008789063,-1.000732
7.236169,-0.02862549,-0.008789063,-1.000732
7.238358,-0.02862549,-0.008789063,-1.000732
7.240451,-0.02862549,-0.008789063,-1.000732
7.243018,-0.02618408,-0.01074219,-1.00293
7.245162,-0.02618408,-0.01074219,-1.00293
7.247312,-0.02618408,-0.01074219,-1.00293
7.249419,-0.02618408,-0.01074219,-1.00293
7.251566,-0.02618408,-0.01074219,-1.00293
7.253741,-0.02618408,-0.01074219,-1.00293
7.255941,-0.02618408,-0.01074219,-1.00293
7.25839,-0.02618408,-0.01074219,-1.00293
7.260661,-0.02618408,-0.01074219,-1.00293
7.262951,-0.02618408,-0.01074219,-1.00293
7.265052,-0.02618408,-0.01074219,-1.00293
7.270974,-0.02618408,-0.01074219,-1.00293
7.273111,-0.02618408,-0.01074219,-1.00293
7.275458,-0.02349854,-0.007568359,-1.003174
7.277609,-0.02349854,-0.007568359,-1.003174
7.279746,-0.02349854,-0.007568359,-1.003174
7.281942,-0.02349854,-0.007568359,-1.003174
7.284015,-0.02349854,-0.007568359,-1.003174
7.286244,-0.02349854,-0.007568359,-1.003174
7.288302,-0.02349854,-0.007568359,-1.003174
7.290488,-0.02349854,-0.007568359,-1.003174
7.292824,-0.02349854,-0.007568359,-1.003174
7.294974,-0.02349854,-0.007568359,-1.003174
7.297133,-0.02349854,-0.007568359,-1.003174
7.299262,-0.02349854,-0.007568359,-1.003174
7.301398,-0.02349854,-0.007568359,-1.003174
7.303594,-0.02349854,-0.007568359,-1.003174
7.309823,-0.003723145,0.08300781,-1.03125
7.312091,-0.003723145,0.08300781,-1.03125
7.314269,-0.003723145,0.08300781,-1.03125
7.316376,-0.003723145,0.08300781,-1.03125
7.318584,-0.003723145,0.08300781,-1.03125
7.320678,-0.003723145,0.08300781,-1.03125
7.322906,-0.003723145,0.08300781,-1.03125
7.325177,-0.003723145,0.08300781,-1.03125
7.327315,-0.003723145,0.08300781,-1.03125
7.329454,-0.003723145,0.08300781,-1.03125
7.33152,-0.003723145,0.08300781,-1.03125
7.333749,-0.003723145,0.08300781,-1.03125
7.335957,-0.003723145,0.08300781,-1.03125
7.338155,-0.003723145,0.08300781,-1.03125
7.340428,-0.003723145,0.08300781,-1.03125
7.342866,-0.003723145,0.08300781,-1.03125
7.348872,-0.06109619,0.06225586,-0.9621582
7.351042,-0.06109619,0.06225586,-0.9621582
7.353206,-0.06109619,0.06225586,-0.9621582
7.355373,-0.06109619,0.06225586,-0.9621582
7.357611,-0.06109619,0.06225586,-0.9621582
7.359804,-0.06109619,0.06225586,-0.9621582
7.361998,-0.06109619,0.06225586,-0.9621582
7.364155,-0.06109619,0.06225586,-0.9621582
7.366291,-0.06109619,0.06225586,-0.9621582
7.368412,-0.06109619,0.06225586,-0.9621582
7.370502,-0.06109619,0.06225586,-0.9621582
7.372673,-0.06109619,0.06225586,-0.9621582
7.376978,0.1010132,0.2590332,-0.7514648
7.379172,0.1010132,0.2590332,-0.7514648
7.381259,0.1010132,0.2590332,-0.7514648
7.387329,0.1010132,0.2590332,-0.7514648
7.389649,0.1010132,0.2590332,-0.7514648
7.391959,0.1010132,0.2590332,-0.7514648
7.394088,0.1010132,0.2590332,-0.7514648
7.396223,0.1010132,0.2590332,-0.7514648
7.398347,0.1010132,0.2590332,-0.7514648
7.400407,0.1010132,0.2590332,-0.7514648
7.40271,0.1010132,0.2590332,-0.7514648
7.404822,0.1010132,0.2590332,-0.7514648
7.407005,-0.2556763,0.02416992,-1.155029
7.409241,-0.2556763,0.02416992,-1.155029
7.411389,-0.2556763,0.02416992,-1.155029
7.413632,-0.2556763,0.02416992,-1.155029
7.415823,-0.2556763,0.02416992,-1.155029
7.41807,-0.2556763,0.02416992,-1.155029
7.420183,-0.2556763,0.02416992,-1.155029
7.426439,-0.2556763,0.02416992,-1.155029
7.42853,-0.2556763,0.02416992,-1.155029
7.430685,-0.2556763,0.02416992,-1.155029
7.432896,-0.2556763,0.02416992,-1.155029
7.435164,-0.2556763,0.02416992,-1.155029
7.437325,-0.2556763,0.02416992,-1.155029
7.439464,-0.2556763,0.02416992,-1.155029
7.441827,-0.003723145,-0.2558594,-1.053223
7.443962,-0.003723145,-0.2558594,-1.053223
7.446095,-0.003723145,-0.2558594,-1.053223
7.448239,-0.003723145,-0.2558594,-1.053223
7.450542,-0.003723145,-0.2558594,-1.053223
7.45275,-0.003723145,-0.2558594,-1.053223
7.454965,-0.003723145,-0.2558594,-1.053223
7.457155,-0.003723145,-0.2558594,-1.053223
7.459516,-0.003723145,-0.2558594,-1.053223
7.465499,-0.003723145,-0.2558594,-1.053223
7.467588,-0.003723145,-0.2558594,-1.053223
7.469832,-0.003723145,-0.2558594,-1.053223
7.471968,-0.003723145,-0.2558594,-1.053223
7.474215,-0.0725708,-0.1206055,-1.43457
7.476412,-0.0725708,-0.1206055,-1.43457
7.478669,-0.0725708,-0.1206055,-1.43457
7.480906,-0.0725708,-0.1206055,-1.43457
7.483128,-0.0725708,-0.1206055,-1.43457
7.48529,-0.0725708,-0.1206055,-1.43457
7.487345,-0.0725708,-0.1206055,-1.43457
7.489484,-0.0725708,-0.1206055,-1.43457
7.491879,-0.0725708,-0.1206055,-1.43457
7.494052,-0.0725708,-0.1206055,-1.43457
7.496181,-0.0725708,-0.1206055,-1.43457
7.498326,-0.0725708,-0.1206055,-1.43457
7.504225,-0.0725708,-0.1206055,-1.43457
7.506392,-0.0725708,-0.1206055,-1.43457
7.508648,0.02972412,0.3347168,-0.8957519
7.510802,0.02972412,0.3347168,-0.8957519
7.513271,0.02972412,0.3347168,-0.8957519
7.515461,0.02972412,0.3347168,-0.8957519
7.517623,0.02972412,0.3347168,-0.8957519
7.519722,0.02972412,0.3347168,-0.8957519
7.521908,0.02972412,0.3347168,-0.8957519
7.524161,0.02972412,0.3347168,-0.8957519
7.526423,0.02972412,0.3347168,-0.8957519
7.52861,0.02972412,0.3347168,-0.8957519
7.530702,0.02972412,0.3347168,-0.8957519
7.532846,0.02972412,0.3347168,-0.8957519
7.534927,0.02972412,0.3347168,-0.8957519
7.537076,0.02972412,0.3347168,-0.8957519
7.543161,0.1137085,0.4060059,-1.111084
7.545374,0.1137085,0.4060059,-1.111084
7.547525,0.1137085,0.4060059,-1.111084
7.549666,0.1137085,0.4060059,-1.111084
7.551849,0.1137085,0.4060059,-1.111084
7.55391,0.1137085,0.4060059,-1.111084
7.556033,0.1137085,0.4060059,-1.111084
7.558376,0.1137085,0.4060059,-1.111084
7.560599,0.1137085,0.4060059,-1.111084
7.562751,0.1137085,0.4060059,-1.111084
7.564893,0.1137085,0.4060059,-1.111084
7.567003,0.1137085,0.4060059,-1.111084
7.569149,0.1137085,0.4060059,-1.111084
7.571283,0.1137085,0.4060059,-1.111084
7.573447,0.1137085,0.4060059,-1.111084
7.57785,0.1137085,0.4060059,-1.111084
7.583797,0.4650269,0.1259766,-1.646973
7.585974,0.4650269,0.1259766,-1.646973
7.58804,0.4650269,0.1259766,-1.646973
7.590217,0.4650269,0.1259766,-1.646973
7.592408,0.4650269,0.1259766,-1.646973
7.594593,0.4650269,0.1259766,-1.646973
7.596702,0.4650269,0.1259766,-1.646973
7.598833,0.4650269,0.1259766,-1.646973
7.600941,0.4650269,0.1259766,-1.646973
7.603069,0.4650269,0.1259766,-1.646973
7.605281,0.4650269,0.1259766,-1.646973
7.607584,0.4650269,0.1259766,-1.646973
7.609799,0.2872925,0.01513672,-0.9470215
7.612074,0.2872925,0.01513672,-0.9470215
7.614243,0.2872925,0.01513672,-0.9470215
7.616385,0.2872925,0.01513672,-0.9470215
7.622387,0.2872925,0.01513672,-0.9470215
7.624598,0.2872925,0.01513672,-0.9470215
7.626786,0.2872925,0.01513672,-0.9470215
7.62893,0.2872925,0.01513672,-0.9470215
7.630988,0.2872925,0.01513672,-0.9470215
7.633141,0.2872925,0.01513672,-0.9470215
7.635222,0.2872925,0.01513672,-0.9470215
7.637471,0.2872925,0.01513672,-0.9470215
7.639635,0.2872925,0.01513672,-0.9470215
7.642014,0.3473511,0.02783203,-0.7817383
7.644223,0.3473511,0.02783203,-0.7817383
7.646449,0.3473511,0.02783203,-0.7817383
7.648615,0.3473511,0.02783203,-0.7817383
7.653714,0.3473511,0.02783203,-0.7817383
7.661637,0.3473511,0.02783203,-0.7817383
7.663846,0.3473511,0.02783203,-0.7817383
7.666011,0.3473511,0.02783203,-0.7817383
7.668178,0.3473511,0.02783203,-0.7817383
7.670384,0.3473511,0.02783203,-0.7817383
7.672538,0.3473511,0.02783203,-0.7817383
7.674762,0.4257202,-0.0324707,-1.308105
7.676936,0.4257202,-0.0324707,-1.308105
7.678998,0.4257202,-0.0324707,-1.308105
7.681159,0.4257202,-0.0324707,-1.308105
7.683309,0.4257202,-0.0324707,-1.308105
7.685607,0.4257202,-0.0324707,-1.308105
7.687799,0.4257202,-0.0324707,-1.308105
7.689993,0.4257202,-0.0324707,-1.308105
7.6924,0.4257202,-0.0324707,-1.308105
7.698384,0.4257202,-0.0324707,-1.308105
7.700534,0.4257202,-0.0324707,-1.308105
7.702656,0.4257202,-0.0324707,-1.308105
7.704793,0.4257202,-0.0324707,-1.308105
7.70691,0.8488159,-0.02099609,-0.9467773
7.709336,0.8488159,-0.02099609,-0.9467773
7.71152,0.8488159,-0.02099609,-0.9467773
