Time,X,Y,Z
6.364949,-0.03149414,0.02862549,-0.9924316
6.370241,-0.03149414,0.02862549,-0.9924316
6.372475,-0.03149414,0.02862549,-0.9924316
6.374603,-0.03149414,0.02862549,-0.9924316
6.377325,-0.03149414,0.02862549,-0.9924316
6.379585,-0.03149414,0.02862549,-0.9924316
6.381879,-0.03149414,0.02862549,-0.9924316
6.384118,-0.03149414,0.02862549,-0.9924316
6.386315,-0.03149414,0.02862549,-0.9924316
6.388577,-0.03149414,0.02862549,-0.9924316
6.390679,-0.03149414,0.02862549,-0.9924316
6.39337,-0.03149414,0.02862549,-0.9924316
6.395678,-0.03149414,0.02862549,-0.9924316
6.401499,-0.02709961,0.02984619,-0.9909667
6.40375,-0.02709961,0.02984619,-0.9909667
6.405987,-0.02709961,0.02984619,-0.9909667
6.408224,-0.02709961,0.02984619,-0.9909667
6.410951,-0.02709961,0.02984619,-0.9909667
6.413198,-0.02709961,0.02984619,-0.9909667
6.415385,-0.02709961,0.02984619,-0.9909667
6.417585,-0.02709961,0.02984619,-0.9909667
6.419756,-0.02709961,0.02984619,-0.9909667
6.421978,-0.02709961,0.02984619,-0.9909667
6.424242,-0.02709961,0.02984619,-0.9909667
6.426963,-0.02709961,0.02984619,-0.9909667
6.429203,-0.02709961,0.02984619,-0.9909667
6.431335,-0.02709961,0.02984619,-0.9909667
6.433533,-0.02709961,0.02984619,-0.9909667
6.439378,-0.02294922,0.03253174,-0.9980469
6.441612,-0.02294922,0.03253174,-0.9980469
6.444207,-0.02294922,0.03253174,-0.9980469
6.446436,-0.02294922,0.03253174,-0.9980469
6.448617,-0.02294922,0.03253174,-0.9980469
6.450848,-0.02294922,0.03253174,-0.9980469
6.453084,-0.02294922,0.03253174,-0.9980469
6.455344,-0.02294922,0.03253174,-0.9980469
6.457592,-0.02294922,0.03253174,-0.9980469
6.460339,-0.02294922,0.03253174,-0.9980469
6.462597,-0.02294922,0.03253174,-0.9980469
6.464795,-0.02490234,0.03253174,-1.000977
6.467078,-0.02490234,0.03253174,-1.000977
6.469292,-0.02490234,0.03253174,-1.000977
6.471456,-0.02490234,0.03253174,-1.000977
6.477861,-0.02490234,0.03253174,-1.000977
6.480048,-0.02490234,0.03253174,-1.000977
6.482263,-0.02490234,0.03253174,-1.000977
6.484383,-0.02490234,0.03253174,-1.000977
6.486636,-0.02490234,0.03253174,-1.000977
6.488959,-0.02490234,0.03253174,-1.000977
6.491189,-0.02490234,0.03253174,-1.000977
6.493901,-0.02490234,0.03253174,-1.000977
6.496134,-0.02490234,0.03253174,-1.000977
6.498387,-0.02929687,0.03033447,-1.001221
6.500636,-0.02929687,0.03033447,-1.001221
6.502951,-0.02929687,0.03033447,-1.001221
6.505156,-0.02929687,0.03033447,-1.001221
6.507436,-0.02929687,0.03033447,-1.001221
6.510039,-0.02929687,0.03033447,-1.001221
6.515888,-0.02929687,0.03033447,-1.001221
6.518128,-0.02929687,0.03033447,-1.001221
6.520324,-0.02929687,0.03033447,-1.001221
6.522607,-0.02929687,0.03033447,-1.001221
6.524749,-0.02929687,0.03033447,-1.001221
6.527534,-0.02929687,0.03033447,-1.001221
6.529684,-0.02929687,0.03033447,-1.001221
6.532037,-0.02807617,0.03131104,-1.001709
6.534338,-0.02807617,0.03131104,-1.001709
6.536651,-0.02807617,0.03131104,-1.001709
6.53894,-0.02807617,0.03131104,-1.001709
6.541066,-0.02807617,0.03131104,-1.001709
6.543788,-0.02807617,0.03131104,-1.001709
6.546055,-0.02807617,0.03131104,-1.001709
6.548295,-0.02807617,0.03131104,-1.001709
6.554091,-0.02807617,0.03131104,-1.001709
6.559646,-0.02807617,0.03131104,-1.001709
6.565229,-0.02563477,0.03179932,-1.000977
6.571115,-0.02563477,0.03179932,-1.000977
6.574076,-0.02563477,0.03179932,-1.000977
6.57675,-0.02563477,0.03179932,-1.000977
6.579074,-0.02563477,0.03179932,-1.000977
6.581309,-0.02563477,0.03179932,-1.000977
6.583488,-0.02563477,0.03179932,-1.000977
6.585745,-0.02563477,0.03179932,-1.000977
6.591475,-0.02563477,0.03179932,-1.000977
6.594195,-0.02563477,0.03179932,-1.000977
6.5964,-0.02563477,0.03179932,-1.000977
6.598743,-0.02539063,0.03131104,-0.9990234
6.600979,-0.02539063,0.03131104,-0.9990234
6.603216,-0.02539063,0.03131104,-0.9990234
6.605432,-0.02539063,0.03131104,-0.9990234
6.607544,-0.02539063,0.03131104,-0.9990234
6.610274,-0.02539063,0.03131104,-0.9990234
6.612457,-0.02539063,0.03131104,-0.9990234
6.614677,-0.02539063,0.03131104,-0.9990234
6.61693,-0.02539063,0.03131104,-0.9990234
6.619141,-0.02539063,0.03131104,-0.9990234
6.621315,-0.02539063,0.03131104,-0.9990234
